year,offence_type,offence_group,source,target,value
2011,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,2
2011,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,1
2011,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,1
2012,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,633
2012,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,158
2012,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,139
2012,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,177
2012,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,110
2012,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,102
2012,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,105
2012,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,3
2012,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,52
2012,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,23
2012,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,48
2012,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,32
2012,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,327
2012,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,56
2012,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,125
2012,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,83
2012,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,41
2012,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,44
2012,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,34
2012,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,1
2012,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,11
2012,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,12
2012,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,24
2012,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,8
2012,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,162
2012,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,17
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,65
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,86
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,6
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,5
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,10
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,6
2012,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,1
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,78
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,9
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,32
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,33
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,6
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,7
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,7
2012,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,2
2012,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,5120
2012,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2333
2012,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,887
2012,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1348
2012,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,769
2012,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1340
2012,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,776
2012,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,66
2012,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,466
2012,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,399
2012,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1150
2012,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,252
2012,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,4868
2012,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1469
2012,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,1526
2012,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,1057
2012,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,633
2012,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,1054
2012,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,598
2012,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,92
2012,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,299
2012,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,226
2012,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,695
2012,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,157
2012,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,1440
2012,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,190
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,367
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,852
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,134
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,87
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,1
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,109
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,64
2012,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,16
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,1162
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,141
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,395
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,593
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,111
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,63
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,2
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,75
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,46
2012,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,18
2012,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,5
2012,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,2
2012,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,2
2012,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,1
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,9
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,3
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,6
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,1
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,2
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,2
2012,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,1
2012,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,3
2012,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,1
2012,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,2
2012,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,7
2012,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,5
2012,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,2
2013,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,516
2013,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,129
2013,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,147
2013,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,154
2013,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,76
2013,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,75
2013,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,64
2013,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,3
2013,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,36
2013,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,17
2013,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,49
2013,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,24
2013,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,286
2013,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,50
2013,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,97
2013,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,61
2013,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,54
2013,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,30
2013,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,44
2013,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,4
2013,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,11
2013,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,11
2013,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,18
2013,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,6
2013,Female,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,5
2013,Female,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,1
2013,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,1
2013,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,2
2013,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,2
2013,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,1
2013,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,143
2013,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,10
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,53
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,76
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,8
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,6
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,4
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,3
2013,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,3
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,53
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,5
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,26
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,22
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,4
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,1
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,3
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,1
2013,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,1
2013,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,3
2013,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,3
2013,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,4402
2013,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2198
2013,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,736
2013,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1087
2013,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,741
2013,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1191
2013,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,647
2013,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,50
2013,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,421
2013,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,411
2013,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1068
2013,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,248
2013,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,3958
2013,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1189
2013,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,1133
2013,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,852
2013,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,607
2013,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,904
2013,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,462
2013,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,61
2013,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,244
2013,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,191
2013,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,566
2013,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,127
2013,Male,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,20
2013,Male,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,9
2013,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,1
2013,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,1
2013,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,6
2013,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,12
2013,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,1
2013,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,7
2013,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,1
2013,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,1160
2013,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,172
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,326
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,634
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,104
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,96
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,2
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,101
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,50
2013,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,19
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,866
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,107
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,331
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,396
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,75
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,64
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,5
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,60
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,30
2013,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,12
2013,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,19
2013,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,2
2013,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,2
2013,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,9
2013,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,8
2013,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,2
2013,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,6
2013,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,1
2013,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,3
2013,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1
2013,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,1
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,13
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,7
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,2
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,1
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,2
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,1
2013,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,1
2013,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,9
2013,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,4
2013,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,4
2013,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,1
2013,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,4
2013,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,2
2013,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,2
2014,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,559
2014,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,129
2014,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,97
2014,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,167
2014,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,114
2014,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,89
2014,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,92
2014,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,4
2014,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,27
2014,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,38
2014,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,41
2014,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,19
2014,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,289
2014,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,42
2014,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,96
2014,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,66
2014,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,58
2014,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,42
2014,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,27
2014,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,1
2014,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,20
2014,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,5
2014,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,13
2014,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,3
2014,Female,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,15
2014,Female,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,1
2014,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,1
2014,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,2
2014,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,6
2014,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,5
2014,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,1
2014,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,1
2014,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,134
2014,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,9
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,65
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,55
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,6
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,8
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,1
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,5
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,1
2014,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,2
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,60
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,9
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,21
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,30
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,4
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,5
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,5
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,3
2014,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,1
2014,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,6
2014,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,5
2014,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,1
2014,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,4475
2014,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2201
2014,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,584
2014,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1120
2014,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,868
2014,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1213
2014,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,690
2014,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,46
2014,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,395
2014,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,409
2014,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1129
2014,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,222
2014,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,3616
2014,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1125
2014,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,866
2014,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,772
2014,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,612
2014,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,859
2014,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,507
2014,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,48
2014,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,232
2014,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,194
